#id: 2334528786
#name: H.sapiens - Plasma, iBAQ (Pernemalmetal,elife.2019)
#score: 4.2
#description: abundance based on iBAQ, Interaction consistency score: 4.2, Coverage: 11
#organ: PLASMA
#integrated: false
#coverage: 11
#link: http://www.ncbi.nlm.nih.gov/pubmed/30958262
#publication_year: 2019
#filename: 9606-PXD010899_human_plasma.txt
#
#string_external_id	abundance
9606.ENSP00000266646	89.9
9606.ENSP00000264012	89.6
9606.ENSP00000304283	89.4
9606.ENSP00000311364	89.0
9606.ENSP00000290158	88.7
9606.ENSP00000320117	88.6
9606.ENSP00000328325	88.5
9606.ENSP00000228280	88.3
9606.ENSP00000378517	88.1
9606.ENSP00000303057	87.9
9606.ENSP00000269389	87.8
9606.ENSP00000384917	87.7
9606.ENSP00000480043	87.0
9606.ENSP00000319281	86.9
9606.ENSP00000216492	86.7
9606.ENSP00000333900	86.5
9606.ENSP00000217121	86.1
9606.ENSP00000262193	85.4
9606.ENSP00000377055	85.4
9606.ENSP00000225275	85.2
9606.ENSP00000469468	84.5
9606.ENSP00000352639	84.0
9606.ENSP00000384212	83.6
9606.ENSP00000326737	83.2
9606.ENSP00000289749	83.2
9606.ENSP00000296877	82.7
9606.ENSP00000397261	82.6
9606.ENSP00000312367	81.2
9606.ENSP00000368265	81.1
9606.ENSP00000324870	80.9
9606.ENSP00000312326	80.8
9606.ENSP00000362334	80.8
9606.ENSP00000250559	80.8
9606.ENSP00000228936	80.2
9606.ENSP00000216951	80.0
9606.ENSP00000264249	79.9
9606.ENSP00000357022	79.5
9606.ENSP00000367315	79.1
9606.ENSP00000310832	79.1
9606.ENSP00000379888	79.0
9606.ENSP00000357697	78.9
9606.ENSP00000359345	78.6
9606.ENSP00000384515	78.2
9606.ENSP00000216455	78.2
9606.ENSP00000452909	78.1
9606.ENSP00000419117	77.6
9606.ENSP00000366525	77.6
9606.ENSP00000359778	77.5
9606.ENSP00000347665	77.2
9606.ENSP00000446955	77.1
9606.ENSP00000386394	77.0
9606.ENSP00000347152	76.8
9606.ENSP00000367828	76.7
9606.ENSP00000350364	76.5
9606.ENSP00000369314	76.4
9606.ENSP00000401564	76.2
9606.ENSP00000355493	76.2
9606.ENSP00000367172	75.8
9606.ENSP00000337354	75.2
9606.ENSP00000314508	74.5
9606.ENSP00000292079	74.3
9606.ENSP00000328397	74.2
9606.ENSP00000393583	74.2
9606.ENSP00000358765	74.1
9606.ENSP00000215829	73.6
9606.ENSP00000044462	73.5
9606.ENSP00000359410	72.6
9606.ENSP00000306099	72.4
9606.ENSP00000356946	72.3
9606.ENSP00000265071	72.3
9606.ENSP00000357268	72.3
9606.ENSP00000438553	72.1
9606.ENSP00000363040	71.9
9606.ENSP00000354826	71.9
9606.ENSP00000385834	71.4
9606.ENSP00000306328	70.7
9606.ENSP00000261714	70.7
9606.ENSP00000297785	70.7
9606.ENSP00000221130	70.5
9606.ENSP00000336829	70.4
9606.ENSP00000256593	70.3
9606.ENSP00000298556	70.1
9606.ENSP00000290866	69.9
9606.ENSP00000295951	69.8
9606.ENSP00000473348	69.7
9606.ENSP00000261313	69.6
9606.ENSP00000234038	69.5
9606.ENSP00000262746	69.2
9606.ENSP00000376865	69.1
9606.ENSP00000364935	69.1
9606.ENSP00000359132	68.7
9606.ENSP00000305480	68.7
9606.ENSP00000243938	68.1
9606.ENSP00000249647	67.8
9606.ENSP00000362817	67.8
9606.ENSP00000416341	67.8
9606.ENSP00000280605	67.7
9606.ENSP00000378046	67.7
9606.ENSP00000361140	67.2
9606.ENSP00000222572	67.1
9606.ENSP00000400433	66.7
9606.ENSP00000226253	66.3
9606.ENSP00000303963	65.8
9606.ENSP00000285381	65.7
9606.ENSP00000412927	65.6
9606.ENSP00000349320	65.5
9606.ENSP00000298784	65.5
9606.ENSP00000261758	65.4
9606.ENSP00000381340	65.2
9606.ENSP00000383392	64.9
9606.ENSP00000307971	64.8
9606.ENSP00000379838	64.5
9606.ENSP00000466775	64.4
9606.ENSP00000424565	64.4
9606.ENSP00000316176	64.2
9606.ENSP00000380958	64.1
9606.ENSP00000306100	63.9
