#id: 4249701353
#name: H.sapiens - Cell line, Lncap (Geiger,mcp,2012)
#score: 16.1
#description: abundance based on MAPPED_BY_AUTHORS, LnCap, Interaction consistency score: 16.1, Coverage: 36
#organ: CELL_LINE
#integrated: false
#coverage: 36
#link: http://www.mcponline.org/cgi/doi/10.1074/mcp.M111.014050
#publication_year: 2012
#filename: 9606-iBAQ_LnCap_Geiger_2012_uniprot.txt
#
#string_external_id	abundance
9606.ENSP00000359539	208
9606.ENSP00000317159	208
9606.ENSP00000256999	208
9606.ENSP00000356520	208
9606.ENSP00000175506	208
9606.ENSP00000280326	208
9606.ENSP00000355890	208
9606.ENSP00000417142	208
9606.ENSP00000397843	208
9606.ENSP00000351646	208
9606.ENSP00000254108	208
9606.ENSP00000439012	208
9606.ENSP00000400591	208
9606.ENSP00000276461	208
9606.ENSP00000270142	208
9606.ENSP00000237530	208
9606.ENSP00000303366	208
9606.ENSP00000216034	208
9606.ENSP00000290158	208
9606.ENSP00000263253	208
9606.ENSP00000419088	208
9606.ENSP00000262225	208
9606.ENSP00000369461	208
9606.ENSP00000336687	208
9606.ENSP00000420443	207
9606.ENSP00000226796	207
9606.ENSP00000264933	207
9606.ENSP00000354346	207
9606.ENSP00000216181	207
9606.ENSP00000362576	207
9606.ENSP00000299300	207
9606.ENSP00000342502	207
9606.ENSP00000261733	207
9606.ENSP00000367615	207
9606.ENSP00000345957	207
9606.ENSP00000216330	207
9606.ENSP00000340305	207
9606.ENSP00000260665	207
9606.ENSP00000216038	207
9606.ENSP00000358727	207
9606.ENSP00000261479	207
9606.ENSP00000265395	207
9606.ENSP00000269321	207
9606.ENSP00000273359	207
9606.ENSP00000359645	207
9606.ENSP00000346120	207
9606.ENSP00000318297	207
9606.ENSP00000348056	207
9606.ENSP00000317334	207
9606.ENSP00000217456	207
9606.ENSP00000449270	207
9606.ENSP00000313420	206
9606.ENSP00000333769	206
9606.ENSP00000355265	206
9606.ENSP00000307863	206
9606.ENSP00000223864	206
9606.ENSP00000306397	206
9606.ENSP00000313829	206
9606.ENSP00000251047	206
9606.ENSP00000259667	206
9606.ENSP00000395772	206
9606.ENSP00000435370	206
9606.ENSP00000362873	206
9606.ENSP00000226299	206
9606.ENSP00000284320	206
9606.ENSP00000369134	206
9606.ENSP00000221130	206
9606.ENSP00000264161	206
9606.ENSP00000420588	206
9606.ENSP00000370808	206
9606.ENSP00000250498	206
9606.ENSP00000313007	206
9606.ENSP00000378588	206
9606.ENSP00000216455	206
9606.ENSP00000378854	206
9606.ENSP00000346827	206
9606.ENSP00000377958	206
9606.ENSP00000215829	206
9606.ENSP00000273986	205
9606.ENSP00000291568	205
9606.ENSP00000215375	205
9606.ENSP00000246554	205
9606.ENSP00000440045	205
9606.ENSP00000430494	205
9606.ENSP00000418397	205
9606.ENSP00000256594	205
9606.ENSP00000348010	205
9606.ENSP00000265062	205
9606.ENSP00000419325	205
9606.ENSP00000217971	205
9606.ENSP00000258091	205
9606.ENSP00000346762	205
9606.ENSP00000366156	205
9606.ENSP00000301785	205
9606.ENSP00000410339	205
9606.ENSP00000296658	205
9606.ENSP00000230461	205
9606.ENSP00000262306	205
9606.ENSP00000357873	205
9606.ENSP00000253023	205
9606.ENSP00000329662	205
9606.ENSP00000377700	205
9606.ENSP00000302961	205
9606.ENSP00000450909	205
9606.ENSP00000316042	205
9606.ENSP00000360569	205
9606.ENSP00000359871	205
9606.ENSP00000299518	205
9606.ENSP00000380033	205
9606.ENSP00000438144	204
9606.ENSP00000414359	204
9606.ENSP00000324804	204
9606.ENSP00000304669	204
9606.ENSP00000478310	204
9606.ENSP00000044462	204
9606.ENSP00000356790	204
9606.ENSP00000245816	204
9606.ENSP00000333664	204
9606.ENSP00000442318	204
9606.ENSP00000366927	204
9606.ENSP00000422473	204
9606.ENSP00000223136	204
9606.ENSP00000355325	204
9606.ENSP00000222673	204
9606.ENSP00000316032	204
9606.ENSP00000421592	204
9606.ENSP00000263774	204
9606.ENSP00000420914	204
9606.ENSP00000364794	204
9606.ENSP00000262193	204
9606.ENSP00000299299	204
9606.ENSP00000376056	204
9606.ENSP00000362937	204
9606.ENSP00000357218	204
9606.ENSP00000240185	204
9606.ENSP00000313050	204
9606.ENSP00000355895	204
9606.ENSP00000382269	204
9606.ENSP00000225573	204
9606.ENSP00000225726	204
9606.ENSP00000367265	204
9606.ENSP00000355228	204
9606.ENSP00000355889	204
9606.ENSP00000484343	204
9606.ENSP00000270776	204
9606.ENSP00000304592	204
9606.ENSP00000405926	204
9606.ENSP00000308430	204
9606.ENSP00000362352	203
9606.ENSP00000377696	203
9606.ENSP00000481626	203
9606.ENSP00000373312	203
9606.ENSP00000356903	203
